10.285714285714285,11.142857142857142,12,12.857142857142856,58.285714285714285,59.14285714285714,60,60.857142857142854
9.428571428571429,27.428571428571427,28.285714285714285,29.142857142857142,30,57.42857142857142,68.57142857142857,69.42857142857143,70.28571428571428,71.14285714285714
7.7142857142857135,8.571428571428571,17.142857142857142,18,18.857142857142858,19.71428571428571,55.71428571428571,56.57142857142857,90,96.85714285714285
16.285714285714285,23.142857142857142,33.42857142857142,64.28571428571428,74.57142857142857
2.571428571428571,15.428571428571427,22.285714285714285,32.57142857142857,37.714285714285715,38.57142857142857,63.42857142857142,73.71428571428571,78.85714285714285,79.71428571428571,85.71428571428571,86.57142857142857,92.57142857142857,93.42857142857142,99.42857142857142,100.28571428571428
14.571428571428571,21.428571428571427,27.428571428571427,28.285714285714285,29.142857142857142,30,31.71428571428571,39.42857142857142,40.285714285714285,62.57142857142857,68.57142857142857,69.42857142857143,70.28571428571428,71.14285714285714,72.85714285714285,80.57142857142857,81.42857142857143
13.714285714285714,20.57142857142857,30.857142857142854,61.71428571428571,72
6,0.15899925843917116,6,1.7074772413937165
2,3.433314453125,2,5.1224317241811494
5,5.1224317241811494,5,6.848268935912433
2,23.9781212608623,2,24.84103986672794
3,25.667238531918446,3,26.53015713778409
2,34.25970464989973,2,35.122623255765376
3,35.96718189129345,3,36.83010049715909
5,41.10797358581216,5,42.76037091619318
1,42.76037091619318,1,44.55964800927473
4,44.55964800927473,4,46.24876528033088
5,46.24876528033088,5,47.9562425217246
3,47.9562425217246,3,49.663719763118316
1,49.663719763118316,1,51.371197004512034
3,51.371197004512034,3,53.097034216243316
1,53.097034216243316,1,54.78615148729946
2,65.1228147873496,2,65.9490134525401
1,66.81193205840574,1,67.67485066427139
2,75.44111811706216,2,76.21223687123998
3,77.14859535845588,3,78.01151396432152
2,82.27102708263702,2,83.13394568850268
3,83.97850432403075,3,84.82306295955883
5,87.39345880681817,2,89.13765598888702
3,90.86349320061831,3,91.70805183614638
5,94.29680765374331,2,96.00428489513702
3,97.69340216619318,3,98.51960083138368
5,101.12671661931817,2,102.8341938607119
