25.6321805009349,44.65350836349264,57.646635006648836,76.84275829489926,92.83878071277593,116.8574649765476,131.2310272892768,150.43163251151933,158.2257157238162,161.4123707922136,166.44558266536447,182.40126767731203
6.431575278692356,12.80936734947927,19.214051024218904,45.43784681211366,51.24643326590132,54.45549800425932,70.44703848814386,77.62709674352028,83.22503229967829,89.64764371038642,108.81687539468412,114.22208778918097,137.72983157785092,143.91938242096882,198.45107330309418
16.757951196537086,22.414151894592663,67.26934728773071,99.2748379254604,106.24424528320718,109.4577919555573,112.62651928798621,164.63936326654007,169.67257513969096,192.06431736432302,216.0471461561577
28.644040143639614,35.22351924407193,60.84225394303048,73.62921162254915,87.03467619298038,102.39426398397599,103.61783196382478,104.23185692074524,107.21682495949723,147.33909805695643,153.49727536212947,172.84130247211985,179.23702227887526,185.63722401962278
3.222510540334358,16.022914021829386,23.22090001317428,64.04683674739634,80.67032992416983,84.05867202221263,105.62125645830248,112.02145819904999,115.23500487140012,160.02745318864845,176.05036721047787,201.62876450350734,214.42916798500235
12.80936734947927,19.218532958211025,39.01523540140555,51.24643326590132,54.45549800425932,80.05182303325725,96.05232738512605,110.42588969785524,113.6484002381896,134.48491136755598,167.87083767485868,195.14788795090166,204.84231117585745
9.627194215073994,31.884478419942454,38.302607896658444,57.651116940640954,86.48339831194961,107.83981378440193,140.9344143822168,156.8452800542432,163.23203599301434,188.85973455995713
3,17.537807711165986,3,18.510387387456046
3,23.88870817800018,3,24.937480732156285
4,39.92058606781381,4,41.04555149983596
2,46.3611252144904,2,47.36059649473319
5,118.42165993979752,5,119.65867372162266
2,121.64417048013186,2,122.89463006393336
4,124.857717152482,4,126.04991159438595
0,128.0264444849109,0,129.08866284104337
4,208.02448431026272,4,209.6648721513787
0,211.2290671146286,0,213.25041934507476
3,217.63375078936824,3,219.65062108582228
