10.3125
0.9375,10.546875,12.890625,-15.703125,-22.96875,34.453125,36.796875,37.734375,48.046875,-48.515625
2.8125,7.5,8.4375,13.125,13.359375,13.59375,13.828125,-23.90625,34.921875,36.328125,49.6875,51.5625,-52.5,55.78125,56.953125,58.359375,60.46875,65.625,-66.09375
4.6875,9.375,-24.84375,32.34375,32.8125,35.859375,49.6875,51.5625,-52.5,61.40625,63.984375
8.4375,15,16.640625,18.046875,-25.78125,33.046875,33.515625,35.390625,46.875,47.34375,57.890625,59.296875,62.34375,64.6875,-65.15625
-26.71875,37.734375,63.28125
-27.65625,30.234375,60.46875,61.40625,62.34375,63.28125
4,6.016599598463687,4,6.9737858982192735
4,11.240101977129887,4,12.197288276885475
3,18.73350329521648,3,21.550365834497207
2,18.733503295216485,2,21.550365834497207
0,28.305366292772344,0,30.234375
2,39.05320103002793,2,40.940225449546084
3,41.43249268942039,3,43.29216892894553
1,43.43249268942039,1,44.741622468575414
2,45.562067868365915,3,46.875
4,53.32895098638269,4,54.58696726606145
1,53.32895098638269,3,54.58696726606145
3,66.45607738303072,3,67.41326368278631
1,67.46796004277235,1,74.08621960108239
3,68.56188724249301,6,70.50360802199721,3,74.08621960108239
